Date,Title,Link,Source
2024-11-25 21:38:00,"Google, Meta urge Australia to delay bill on social media ban for children",https://finance.yahoo.com/news/google-meta-urge-australia-delay-023851453.html,Reuters
2024-11-25 18:12:00,Google Arguments Draw Skepticism From Judge in Ad Tech Case,https://finance.yahoo.com/news/google-arguments-draw-skepticism-judge-210948215.html,Bloomberg
2024-11-25 08:00:00,AI Boom Propels a Wild-West-Era Texas Landowner to 230% Stock Rally,https://finance.yahoo.com/news/ai-boom-propels-wild-west-130008287.html,Bloomberg
2024-11-25 06:04:00,Google's US antitrust trial over online ad empire draws to a close,https://finance.yahoo.com/news/googles-us-antitrust-trial-over-110416508.html,Reuters
2024-11-22 11:37:00,Amazon Invests an Additional $4 Billion in AI Firm Anthropic,https://finance.yahoo.com/news/amazon-investing-additional-4-billion-141923618.html,Bloomberg
2024-11-22 08:30:00,"Apple, Google Risk UK Probe Over Mobile Browser Dominance",https://finance.yahoo.com/news/apple-google-risk-uk-probe-133029235.html,Bloomberg
2024-11-22 06:45:00,"UK should use new powers to probe Apple-Google mobile browser duopoly, report says",https://finance.yahoo.com/news/uk-regulator-consider-probing-apples-114555053.html,Reuters
2024-11-21 23:00:00,Western Australia on Track for Unexpectedly Large Wheat Crop,https://finance.yahoo.com/news/western-australia-track-unexpectedly-large-040000489.html,Bloomberg
2024-11-21 15:23:00,Analysis-Legal hurdles ahead for Google's forced sale of Chrome,https://finance.yahoo.com/news/analysis-legal-hurdles-ahead-googles-202323445.html,Reuters
2024-11-26 13:02:00,US judge will not delay Google search trial for DOJ switch to Trump administration,https://finance.yahoo.com/news/us-google-search-antitrust-trial-180226867.html,Reuters
2024-11-26 09:46:00,"Software Is In, Chips Are Out as Traders Position for Trump Era",https://finance.yahoo.com/news/software-chips-traders-position-trump-120125891.html,Bloomberg
2024-11-26 01:07:00,Google proposes fresh tweaks to search results in Europe,https://finance.yahoo.com/news/google-proposes-fresh-tweaks-search-060704855.html,Reuters
2024-11-28 21:11:00,K-Pop Stars Quit Hybe in Shock Revolt That Slams Studios Stock,https://finance.yahoo.com/news/k-pop-group-newjeans-says-233209316.html,Bloomberg
2024-11-28 16:05:00,"Canada Antitrust Watchdog Sues Google, Seeking Ad Tech Breakup",https://finance.yahoo.com/news/canada-antitrust-watchdog-sues-google-210513665.html,Bloomberg
2024-11-28 15:34:00,Canada's antitrust watchdog sues Google alleging anti-competitive conduct in advertising,https://finance.yahoo.com/news/canadas-antitrust-watchdog-sues-google-203422081.html,Reuters
2024-11-28 09:52:00,India competition watchdog to investigate Google's gaming app policy,https://finance.yahoo.com/news/india-competition-watchdog-investigate-googles-145226865.html,Reuters
